occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color
4211,Vespa velutina,NA,"Saint-Vaast, 7100 La Louvière, Belgique",inat,4.17,50.46,11.080769230769306,62.69230769230769,90,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
4212,Vespa velutina,NA,"Príncipe Real, Lisbon, Portugal",inat,-9.15,38.72,16.257692307692366,40,67,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4213,Vespa velutina,NL,NA,gbif,4.4,52.1,11.173076923076962,78.84615384615384,0,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4214,Vespa velutina,NL,NA,gbif,3.8,51.4,11.473076923076915,65.92307692307692,-1,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4215,Vespa velutina,NA,"Sc.El.Levanto, 19015 Levanto SP, Italia",inat,9.61,44.17,16.08846153846156,112.15384615384616,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4216,Vespa velutina,BE,NA,gbif,3.99,50.92,11.303846153846225,56.15384615384615,35,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4217,Vespa velutina,BE,NA,gbif,4.92,50.94,11.373076923077008,50,48,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06
4218,Vespa velutina,NA,"Castañares, Burgos, España",inat,-3.63,42.34,11.08076923076925,53.61538461538461,897,190,Warm Temperate,Dry,Cropland,Hills,Warm Temperate Dry,153,217,128,Warm Temperate Dry Cropland on Hills,#99D980
4219,Vespa velutina,BE,NA,gbif,3.76,51.02,11.39615384615388,57.92307692307692,11,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4220,Vespa velutina,NL,NA,gbif,4.6,52.35,NA,NA,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4221,Vespa velutina,NA,"Schengen, Luxemburg",inat,6.37,49.5,11.165384615384651,65.84615384615384,170,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
4222,Vespa velutina,BE,NA,gbif,4.7,51.18,11.488461538461593,56.38461538461539,8,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4223,Vespa velutina,NA,"Eixample, 08029 Barcelona, Spain",inat,2.15,41.39,NA,NA,84,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4224,Vespa velutina,BE,NA,gbif,3.83,50.89,11.134615384615415,57.07692307692308,63,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4225,Vespa velutina,BE,NA,gbif,4.08,51.11,11.396153846153936,60.76923076923077,16,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4226,Vespa velutina,NA,"Dudelange, Schmelz, 3511 Düdelingen, Lëtzebuerg",inat,6.08,49.47,10.257692307692366,67.38461538461539,333,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4227,Vespa velutina,BE,NA,gbif,4.51,51.21,11.480769230769283,58.07692307692308,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4228,Vespa velutina,NA,"Rue Rossini, Carcassonne, Occitanie, FR",inat,2.33,43.22,14.311538461538476,59.53846153846154,110,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656
4229,Vespa velutina,BE,NA,gbif,4.53,50.99,11.480769230769283,52.46153846153846,9,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4230,Vespa velutina,BE,NA,gbif,4.21,51.17,11.350000000000025,60.69230769230769,17,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4231,Vespa velutina,BE,NA,gbif,4.15,51.11,NA,NA,16,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4232,Vespa velutina,BE,NA,gbif,5.26,50.86,11.403846153846189,50.61538461538461,51,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4233,Vespa velutina,BE,NA,gbif,4.45,51.3,11.434615384615428,62.07692307692308,11,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
4234,Vespa velutina,BE,NA,gbif,3.09,51.06,11.380769230769316,69.15384615384616,21,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4235,Vespa velutina,NA,"Departmento de Bioilogia: Herbário e Laboratórios de Ensino, 3810-193 Aveiro, Portugal",inat,-8.66,40.63,15.773076923076928,84.76923076923077,3,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4236,Vespa velutina,BE,NA,gbif,5.68,51,11.496153846153902,56.46153846153846,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4237,Vespa velutina,BE,NA,gbif,3.26,50.93,NA,NA,16,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4238,Vespa velutina,BE,NA,gbif,3.71,51.04,NA,NA,9,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4239,Vespa velutina,BE,NA,gbif,4.42,51.17,NA,NA,13,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4240,Vespa velutina,BE,NA,gbif,3.5,50.83,11.226923076923072,57.07692307692308,35,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4241,Vespa velutina,BE,NA,gbif,4.48,51.13,NA,NA,16,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4242,Vespa velutina,BE,NA,gbif,4.75,50.99,11.488461538461593,50.23076923076923,16,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4243,Vespa velutina,NA,"Nordrhein-Westfalen, DE",inat,6.6,51.06,10.89615384615388,54.38461538461539,82,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0
4244,Vespa velutina,NA,"Jardin des Plantes, 75005 Paris, France",inat,2.36,48.84,NA,NA,46,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4245,Vespa velutina,BE,NA,gbif,4.43,51.19,NA,NA,12,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4246,Vespa velutina,NA,"Montlouet, 28320 Gallardon, France",inat,1.71,48.52,11.973076923076974,47.84615384615385,141,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4247,Vespa velutina,NA,"A Coruña, ES-GA, ES",inat,-8.05,43.67,14.780769230769296,157.15384615384616,106,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903
4248,Vespa velutina,BE,NA,gbif,4.04,50.93,11.411538461538498,54.61538461538461,12,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4249,Vespa velutina,NA,"De Jamblinne de Meux, Belgium",inat,4.39,50.85,11.142307692307668,58.53846153846154,62,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4250,Vespa velutina,NA,Gelsenkirchen,inat,7.04,51.53,11.23461538461538,59.61538461538461,37,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4251,Vespa velutina,BE,NA,gbif,4.23,50.88,11.234615384615438,60.07692307692308,53,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4252,Vespa velutina,BE,NA,gbif,5.54,50.99,11.280769230769238,57.76923076923077,81,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4253,Vespa velutina,NA,"4785 Trofa, Portugal",inat,-8.54,41.33,15.311538461538532,121.76923076923076,89,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4254,Vespa velutina,BE,NA,gbif,3.93,51.18,NA,NA,4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4255,Vespa velutina,BE,NA,gbif,4.44,50.35,10.373076923076953,73,214,101,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,71,89,181,Cool Temperate Moist Forest on Tablelands,#4759B5
4256,Vespa velutina,BE,NA,gbif,3.93,50.99,11.38846153846157,56.23076923076923,15,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4257,Vespa velutina,NA,"Kleingärtnerverein Heidelberg Stadt e.V., Heidelberg, Baden-Württemberg, DE",inat,8.68,49.39,11.496153846153902,65.92307692307692,134,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4258,Vespa velutina,NL,NA,gbif,5.2,52.05,NA,NA,3,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4259,Vespa velutina,BE,NA,gbif,5.81,51.1,11.573076923076997,55.69230769230769,26,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4260,Vespa velutina,BE,NA,gbif,5.34,50.92,11.450000000000044,51,44,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4261,Vespa velutina,NA,"74300 Magland, France",inat,6.61,46,10.08846153846156,124.53846153846152,908,97,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,6,64,0,Cool Temperate Moist Forest on Mountains,#064000
4262,Vespa velutina,BE,NA,gbif,3.13,51,11.273076923076928,66,27,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4263,Vespa velutina,BE,NA,gbif,5.16,51.11,11.357692307692332,50.46153846153846,35,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
4264,Vespa velutina,NA,"La Ràpita, Tarragona, España",inat,0.58,40.61,17.18846153846158,76.6923076923077,4,205,Warm Temperate,Dry,Sparsely or Non vegetated,Mountains,Warm Temperate Dry,163,180,78,Warm Temperate Dry Sparsely or Non vegetated on Mountains,#A3B44E
4265,Vespa velutina,NL,NA,gbif,5.85,50.85,NA,NA,116,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E
4266,Vespa velutina,NA,"Câmara de Matosinhos (Metro), 4450-031 Matosinhos, Portugal",inat,-8.68,41.18,15.742307692307747,106.6923076923077,22,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4267,Vespa velutina,NA,"Santiago de Compostela, 15702 Santiago de Compostela, La Coruña, España",inat,-8.55,42.87,13.58076923076925,150.30769230769232,248,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4268,Vespa velutina,NA,"Cergy, France",inat,2.06,49.04,12.33461538461546,48.92307692307692,47,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4269,Vespa velutina,NA,"Les Curtenelles, Navour-sur-Grosne, Bourgogne-Franche-Comté, FR",inat,4.58,46.37,12.38846153846157,63.07692307692308,338,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625
4270,Vespa velutina,NA,"4465 Leça do Balio, Portugal",inat,-8.62,41.22,15.557692307692378,113.53846153846152,67,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656
4271,Vespa velutina,BE,NA,gbif,4.42,51.23,11.442307692307793,58.92307692307692,6,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4272,Vespa velutina,NA,"Armazéns Tejo, EN 10, Km 139, 2695-718 São João da Talha, Portugal",inat,-9.09,38.82,16.496153846153902,35.84615384615385,23,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4273,Vespa velutina,NA,"La Maternitat i Sant Ramon, Distrito de Les Corts, Barcelona, España",inat,2.12,41.38,16.25769230769231,67.53846153846153,48,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4274,Vespa velutina,NA,"Lascaux IV, Montignac, Nouvelle-Aquitaine, FR",inat,1.17,45.06,13.934615384615428,73.61538461538461,122,163,Warm Temperate,Moist,Forest,Hills,Warm Temperate Moist,47,146,24,Warm Temperate Moist Forest on Hills,#2F9218
4275,Vespa velutina,NA,"Paulusviertel, 64 Darmstadt-Bessungen, Deutschland",inat,8.66,49.86,NA,NA,184,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4276,Vespa velutina,NA,"Jardin Botanique, Nice, Provence-Alpes-Côte d'Azur, FR",inat,7.21,43.68,15.996153846153844,71.23076923076923,37,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4277,Vespa velutina,BE,NA,gbif,4.66,50.86,11.380769230769316,48.61538461538461,44,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4278,Vespa velutina,NA,"Curtis, 15379 Curtis, La Coruña, España",inat,-8.09,43.11,12.296153846153912,144.53846153846155,510,178,Warm Temperate,Moist,Cropland,Tablelands,Warm Temperate Moist,61,89,194,Warm Temperate Moist Cropland on Tablelands,#3D59C2
4279,Vespa velutina,BE,NA,gbif,3.71,50.97,11.403846153846246,56.61538461538461,15,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4280,Vespa velutina,NA,"59263 Houplin-Ancoisne, France",inat,2.97,50.57,11.52692307692314,59.07692307692308,19,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4281,Vespa velutina,BE,NA,gbif,3.8,50.99,11.426923076923115,57,19,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4282,Vespa velutina,BE,NA,gbif,3.9,50.81,11.39615384615388,52.76923076923077,30,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4283,Vespa velutina,NL,NA,gbif,3.45,51.5,11.57307692307694,75.23076923076923,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4284,Vespa velutina,NL,NA,gbif,4.9,51.6,NA,NA,11,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
4285,Vespa velutina,NA,"Museum, Belgien",inat,4.38,50.84,11.180769230769217,59.46153846153846,68,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4286,Vespa velutina,BE,NA,gbif,4.63,51.14,11.488461538461593,55,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4287,Vespa velutina,NA,"Roses, Girona, Espanya",inat,3.19,42.25,15.403846153846189,63.07692307692308,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4288,Vespa velutina,BE,NA,gbif,3.82,51.07,11.434615384615428,58.76923076923077,7,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4289,Vespa velutina,BE,NA,gbif,3.63,51.01,11.373076923077008,58.30769230769231,9,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4290,Vespa velutina,BE,NA,gbif,4.63,50.96,NA,NA,12,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4291,Vespa velutina,BE,NA,gbif,3.71,51.06,NA,NA,8,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4292,Vespa velutina,NA,"Camí de Santa Maria, Avià, Barcelona, ES",inat,1.83,42.07,12.173076923076906,68.46153846153847,579,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625
4293,Vespa velutina,NL,NA,gbif,4.75,51.55,NA,NA,7,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4294,Vespa velutina,NA,"LUX Centre, F.D. Roosevelt, 2450 Luxemburg-Oberstadt Luxemburg, Luxembourg",inat,6.13,49.61,NA,NA,296,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4295,Vespa velutina,BE,NA,gbif,4.89,50.99,11.426923076923115,49.38461538461539,22,159,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,91,184,24,Warm Temperate Moist Grassland on Plains,#5BB818
4296,Vespa velutina,BE,NA,gbif,5.03,51.25,NA,NA,20,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4297,Vespa velutina,BE,NA,gbif,3.2,51.22,11.550000000000068,70.23076923076923,4,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4298,Vespa velutina,NA,"Barcelona, ES-CT, ES",inat,2.21,41.42,NA,NA,11,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4299,Vespa velutina,BE,NA,gbif,3.03,51.21,11.603846153846176,75.3076923076923,-7,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4300,Vespa velutina,NA,"83740 La Cadière-d'Azur, France",inat,5.74,43.22,14.919230769230808,44.53846153846154,197,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625
4301,Vespa velutina,NA,NA,inat,-2.18,49,12.588461538461615,92.6153846153846,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4302,Vespa velutina,NA,Ramonville-Saint-Agne,inat,1.47,43.55,14.38846153846157,57.23076923076923,189,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4303,Vespa velutina,BE,NA,gbif,3.62,50.98,11.365384615384642,56.84615384615385,9,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06
4304,Vespa velutina,NA,"Kundergats, 6367 Voerendaal, Netherlands",inat,5.94,50.88,11.250000000000057,63.38461538461539,121,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4305,Vespa velutina,BE,NA,gbif,3.25,51.23,11.54230769230776,68.92307692307692,4,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4306,Vespa velutina,NL,NA,gbif,4.7,52,10.988461538461593,74.23076923076923,-1,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4307,Vespa velutina,BE,NA,gbif,4.41,50.7,10.957692307692357,57.38461538461539,114,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4308,Vespa velutina,NA,"4560 Luzim, Portugal",inat,-8.24,41.16,14.526923076923085,141.07692307692307,333,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625
4309,Vespa velutina,NL,NA,gbif,4,51.25,NA,NA,3,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4310,Vespa velutina,NA,"Golfe de Saint-Tropez, Cogolin, FR",inat,6.59,43.27,17.042307692307702,52.30769230769231,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4311,Vespa velutina,BE,NA,gbif,4.47,51.08,11.51153846153852,55.53846153846154,6,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4312,Vespa velutina,PT,NA,gbif,-9.34,38.71,15.73461538461538,38.07692307692308,67,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34
4313,Vespa velutina,BE,NA,gbif,4.57,51.05,11.488461538461536,54.15384615384615,10,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4314,Vespa velutina,BE,NA,gbif,4.67,50.87,11.296153846153857,48.69230769230769,52,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E
4315,Vespa velutina,BE,NA,gbif,4.48,51.23,NA,NA,4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4316,Vespa velutina,NL,NA,gbif,3.65,51.55,NA,NA,-1,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00
4317,Vespa velutina,BE,NA,gbif,4.46,51.13,11.434615384615428,57.46153846153846,19,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4318,Vespa velutina,NA,"Estádio Municipal de Alcobaça, Alcobaça, Centro, PT",inat,-8.97,39.55,15.57307692307694,56.46153846153846,80,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912
4319,Vespa velutina,NA,"Schwarzer Weg, Düsseldorf, Nordrhein-Westfalen, DE",inat,6.89,51.16,11.457692307692357,62.53846153846154,45,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4320,Vespa velutina,NA,"4410 Arcozelo, Portugal",inat,-8.66,41.06,15.888461538461511,97.53846153846152,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4321,Vespa velutina,NA,"Neuenheimer Feld, 69 Heidelberg-Handschuhsheimer Feld, Germany",inat,8.67,49.42,NA,NA,105,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C
4322,Vespa velutina,BE,NA,gbif,4.61,51.02,NA,NA,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4323,Vespa velutina,BE,NA,gbif,3.94,50.99,11.373076923077008,56.30769230769231,14,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4324,Vespa velutina,BE,NA,gbif,4.53,51.01,11.503846153846212,53.07692307692308,5,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4325,Vespa velutina,BE,NA,gbif,4.43,51.17,NA,NA,13,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4326,Vespa velutina,NL,NA,gbif,4.95,51.6,11.25,66.46153846153847,5,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A
4327,Vespa velutina,NA,"Rheinhessisches Rheingebiet, Eich, Rheinland-Pfalz, DE",inat,8.44,49.76,11.657692307692344,42.76923076923077,87,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36
4328,Vespa velutina,NL,NA,gbif,6.4,52.1,NA,NA,17,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500
4329,Vespa velutina,BE,NA,gbif,4.5,50.99,11.473076923076974,52.84615384615385,9,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702
4330,Vespa velutina,FR,NA,gbif,0.51,43.66,13.811538461538476,77.38461538461539,228,178,Warm Temperate,Moist,Cropland,Tablelands,Warm Temperate Moist,61,89,194,Warm Temperate Moist Cropland on Tablelands,#3D59C2
