occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m,ecosystem_code,Temperatur,Moisture,Landcover,Landforms,Climate_Re,Red,Green,Blue,W_Ecosystm,color,NDVI
2663,Vespa velutina,BE,NA,gbif,4.82,51.07,11.480769230769283,51.92307692307692,11,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5789791666666667
2664,Vespa velutina,NA,"LUX Merl, Plak, 1940 Märel Luxemburg, Luxembourg",inat,6.09,49.6,10.303846153846166,64.61538461538461,297,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.444025
2665,Vespa velutina,NL,NA,gbif,4.45,51.5,11.311538461538476,65.61538461538461,7,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5742166666666667
2673,Vespa velutina,BE,NA,gbif,5,50.82,11.426923076923174,47.76923076923077,39,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.538125
2680,Vespa velutina,BE,NA,gbif,5.4,50.98,11.403846153846189,52.30769230769231,54,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.6190666666666667
2687,Vespa velutina,BE,NA,gbif,4.94,51.33,11.296153846153912,60.61538461538461,26,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5781916666666667
2707,Vespa velutina,BE,NA,gbif,3.81,50.97,11.311538461538532,57.30769230769231,27,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.3039
2709,Vespa velutina,NL,NA,gbif,3.85,51.3,NA,NA,2,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.46544583333333334
2712,Vespa velutina,NA,"Terrassa, Barcelona, España",inat,2.02,41.57,14.111538461538544,65,308,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.265525
2717,Vespa velutina,BE,NA,gbif,4.44,51.26,11.457692307692357,59.76923076923077,4,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6300375
2722,Vespa velutina,BE,NA,gbif,4.57,50.98,11.480769230769283,51.46153846153846,8,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.5897458333333333
2724,Vespa velutina,BE,NA,gbif,5.39,51.15,11.273076923076928,51.15384615384615,61,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.3698708333333333
2740,Vespa velutina,BE,NA,gbif,4.76,51.09,11.480769230769283,52.76923076923077,8,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.50265
2741,Vespa velutina,BE,NA,gbif,4.38,51.1,11.426923076923115,57.53846153846154,10,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5962375
2742,Vespa velutina,NL,NA,gbif,5.85,51.9,NA,NA,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.2491875
2751,Vespa velutina,NA,"Sesimbra, Portugal",inat,-9.22,38.41,16.27307692307693,47.46153846153846,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5359083333333333
2752,Vespa velutina,BE,NA,gbif,3.29,50.85,11.403846153846189,59,14,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.5361333333333334
2755,Vespa velutina,BE,NA,gbif,4.71,50.99,11.496153846153902,50.07692307692308,12,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6378041666666666
2756,Vespa velutina,BE,NA,gbif,4.3,51.1,11.488461538461593,57,2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6676708333333333
2760,Vespa velutina,BE,NA,gbif,4.84,51.09,11.473076923076974,52.46153846153846,12,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.43014583333333334
2768,Vespa velutina,BE,NA,gbif,4.77,50.9,11.188461538461524,50.38461538461539,51,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.4943416666666667
2769,Vespa velutina,NL,NA,gbif,4.9,51.55,11.23461538461538,67.38461538461539,14,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6041916666666667
2772,Vespa velutina,NA,"Aldeavieja de Tormes, 37779, Salamanca, España",inat,-5.63,40.57,12.542307692307702,47.46153846153846,923,186,Warm Temperate,Dry,Grassland,Mountains,Warm Temperate Dry,132,162,55,Warm Temperate Dry Grassland on Mountains,#84A237,0.6583666666666667
2775,Vespa velutina,BE,NA,gbif,4.47,51.2,11.465384615384664,58,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4125333333333333
2786,Vespa velutina,BE,NA,gbif,4.65,50.83,11.250000000000057,48.23076923076923,41,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.45313749999999997
2787,Vespa velutina,NL,NA,gbif,3.35,51.35,11.57307692307694,72,0,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5305083333333334
2791,Vespa velutina,NA,"La Rodonella, 08698 La Rodonella, Barcelona, España",inat,1.86,42.16,12.303846153846166,65.92307692307692,902,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.47945
2792,Vespa velutina,BE,NA,gbif,3.42,50.99,11.365384615384642,60.69230769230769,16,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5552416666666666
2795,Vespa velutina,NA,"Naturpark Südschwarzwald, Grenzach-Wyhlen, Baden-Württemberg, DE",inat,7.66,47.55,11.457692307692357,75.38461538461539,286,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.4935333333333333
2799,Vespa velutina,BE,NA,gbif,4.61,50.91,11.434615384615428,49.61538461538461,37,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.6529041666666666
2802,Vespa velutina,BE,NA,gbif,3.76,51.05,11.426923076923115,59.07692307692308,7,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.37265
2815,Vespa velutina,NA,"Lerchenweg, Köniz, BE, CH",inat,7.42,46.92,9.773076923076928,94.6923076923077,633,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.41744166666666666
2817,Vespa velutina,BE,NA,gbif,4.57,51.14,11.473076923076915,55.53846153846154,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.627825
2831,Vespa velutina,NA,"Pont du Bois, 59149 Cousolre, France",inat,4.19,50.24,10.634615384615415,72.92307692307692,187,114,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,22,124,10,Cool Temperate Moist Grassland on Hills,#167C0A,0.6417666666666667
2833,Vespa velutina,BE,NA,gbif,4.43,51.19,11.434615384615483,58.76923076923077,12,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.25530833333333336
2838,Vespa velutina,BE,NA,gbif,4.47,50.93,11.442307692307736,53.92307692307692,13,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6391916666666667
2844,Vespa velutina,BE,NA,gbif,4.21,50.9,11.134615384615358,60.53846153846154,59,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6020958333333334
2850,Vespa velutina,NA,"25280 Solsona, Lleida, Espanya",inat,1.51,41.99,12.07307692307694,58.30769230769231,693,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.6421208333333334
2857,Vespa velutina,BE,NA,gbif,3.68,51.07,11.426923076923115,59.38461538461539,6,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5398166666666666
2862,Vespa velutina,NL,NA,gbif,5.8,50.85,NA,NA,122,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.5445833333333333
2868,Vespa velutina,NA,"Rue Berlioz, Pontarlier, Bourgogne-Franche-Comté, FR",inat,6.35,46.91,8.980769230769283,110.15384615384616,873,113,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,61,67,0,Cool Temperate Moist Settlement on Mountains,#3D4300,0.5874666666666667
2870,Vespa velutina,BE,NA,gbif,4.47,50.83,10.980769230769283,56.61538461538461,100,129,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,47,63,130,Cool Temperate Moist Settlement on Tablelands,#2F3F82,0.2193125
2871,Vespa velutina,NL,NA,gbif,3.55,51.35,11.52692307692314,68.15384615384616,-33,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4386833333333333
2872,Vespa velutina,NA,"Rue Joseph Roumanille, 34090 Montpellier, France",inat,3.84,43.63,15.05769230769232,37,62,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.5840625
2880,Vespa velutina,NL,NA,gbif,4.55,51.85,11.08846153846156,74.76923076923077,-4,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.45953333333333335
2888,Vespa velutina,NA,"34140 Mèze, France",inat,3.58,43.43,15.496153846153844,30,18,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.4758291666666667
2895,Vespa velutina,NA,"PCTª FT`E MOURA, 2730-208, Portugal",inat,-9.28,38.73,15.988461538461536,39,88,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.3773166666666667
2898,Vespa velutina,BE,NA,gbif,4.47,51.2,NA,NA,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6398208333333333
2908,Vespa velutina,NA,"38090 Villefontaine, France",inat,5.14,45.61,12.634615384615415,62.38461538461539,272,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.6348541666666666
2929,Vespa velutina,BE,NA,gbif,3.95,51.04,11.480769230769283,57.30769230769231,2,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.3822875
2934,Vespa velutina,DE,NA,gbif,6.71,49.27,11.21923076923082,67.92307692307692,231,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.540125
2935,Vespa velutina,NA,"Pézilla-de-Conflent, Occitanie, FR",inat,2.49,42.74,13.519230769230774,76.76923076923077,397,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.6827208333333333
2944,Vespa velutina,NL,NA,gbif,5.95,50.85,NA,NA,163,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.7214291666666667
2951,Vespa velutina,BE,NA,gbif,5.55,50.86,11.18846153846158,58.92307692307692,90,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5671791666666667
2969,Vespa velutina,NA,"Magdalena, Bizkaia, Espagne",inat,-2.42,43.32,14.91923076923075,136.07692307692307,86,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.4580666666666667
2971,Vespa velutina,NA,"LUX Neudorf, Brasserie, 2222 Neudorf-Weimershof Luxemburg, Luxembourg",inat,6.17,49.62,10.07307692307694,69.53846153846153,333,129,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,47,63,130,Cool Temperate Moist Settlement on Tablelands,#2F3F82,0.405125
2972,Vespa velutina,BE,NA,gbif,4.34,50.87,NA,NA,34,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.7413541666666666
2979,Vespa velutina,NA,"Schwarzer Weg, Düsseldorf, Nordrhein-Westfalen, DE",inat,6.89,51.16,11.457692307692357,62.53846153846154,45,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5333583333333334
2982,Vespa velutina,NL,NA,gbif,5.1,51.55,11.226923076923129,63.61538461538461,14,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.58455
2989,Vespa velutina,NA,"56000 Vannes, France",inat,-2.75,47.65,12.903846153846246,68.61538461538461,11,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.40994583333333334
2990,Vespa velutina,NL,NA,gbif,5.05,51.5,NA,NA,19,128,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,22,133,0,Cool Temperate Moist Grassland on Plains,#168500,0.6945083333333333
3006,Vespa velutina,BE,NA,gbif,4.28,51.09,11.480769230769283,56.92307692307692,3,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.54365
3017,Vespa velutina,NL,NA,gbif,6.15,51.5,NA,NA,19,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6421375
3023,Vespa velutina,BE,NA,gbif,4.44,50.38,10.796153846153857,68.38461538461539,161,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.3241375
3024,Vespa velutina,NA,"Groesbeek, Nederland",inat,5.92,51.79,NA,NA,79,109,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,78,92,155,Cool Temperate Moist Grassland on Tablelands,#4E5C9B,0.6575124999999999
3025,Vespa velutina,NA,"Douai, France",inat,3.06,50.39,11.603846153846176,56.38461538461539,25,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.45552916666666665
3027,Vespa velutina,BE,NA,gbif,3.32,50.84,11.419230769230808,58.07692307692308,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49927083333333333
3028,Vespa velutina,ES,NA,gbif,1.87,41.55,14.88076923076926,56.61538461538461,194,194,Warm Temperate,Dry,Forest,Mountains,Warm Temperate Dry,96,139,37,Warm Temperate Dry Forest on Mountains,#608B25,0.5175541666666666
3029,Vespa velutina,BE,NA,gbif,4.38,50.93,11.326923076923151,57.76923076923077,35,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6175083333333333
3037,Vespa velutina,NA,"Olesa de Montserrat, Barcelona, Spain",inat,1.89,41.55,14.865384615384642,56.92307692307692,185,185,Warm Temperate,Dry,Settlement,Mountains,Warm Temperate Dry,144,124,59,Warm Temperate Dry Settlement on Mountains,#907C3B,0.46274583333333336
3043,Vespa velutina,NL,NA,gbif,5.65,50.8,NA,NA,97,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.38186666666666663
3067,Vespa velutina,BE,NA,gbif,5.44,50.82,11.226923076923129,55.53846153846154,83,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6904416666666666
3074,Vespa velutina,NA,"2775-239 Parede, Portugal",inat,-9.36,38.69,16.042307692307702,36.15384615384615,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3674375
3082,Vespa velutina,NA,"6215 GD Maastricht, Netherlands",inat,5.65,50.84,11.319230769230842,59.38461538461539,82,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.46544583333333334
3083,Vespa velutina,NA,"40237 Düsseldorf-Stadtbezirk 2, Deutschland",inat,6.8,51.24,11.426923076923115,61,44,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.426975
3090,Vespa velutina,NA,Geel,inat,4.97,51.15,NA,NA,21,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5382375
3099,Vespa velutina,NL,NA,gbif,5.4,51.6,NA,NA,10,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,1,109,0,Cool Temperate Moist Forest on Plains,#016D00,0.6060458333333333
3101,Vespa velutina,BE,NA,gbif,4.9,51.15,11.38076923076926,54.61538461538461,22,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6030708333333333
3103,Vespa velutina,NA,"Rue de l'Industrie, Helmsingen, Distrikt Luxemburg, LU",inat,6.14,49.66,10.52692307692314,61.92307692307692,308,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.5923083333333333
3112,Vespa velutina,NA,"Via Carrara, Arquata Scrivia, Piemonte, IT",inat,8.88,44.68,12.911538461538498,86.15384615384616,277,176,Warm Temperate,Moist,Forest,Mountains,Warm Temperate Moist,49,105,3,Warm Temperate Moist Forest on Mountains,#316903,0.4339166666666667
3114,Vespa velutina,NA,"Carrer de l'Estudi General de Girona, Girona, Girona, ES",inat,2.82,41.96,14.988461538461593,73.46153846153847,94,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.6149416666666667
3117,Vespa velutina,BE,NA,gbif,5.34,50.95,11.488461538461593,50.53846153846154,33,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5312916666666667
3127,Vespa velutina,BE,NA,gbif,5.19,51.04,11.434615384615483,48.69230769230769,31,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5689625
3136,Vespa velutina,NA,"Rue du Clopp, Rodingen, Distrikt Luxemburg, LU",inat,5.83,49.54,9.980769230769226,70.23076923076923,307,105,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,2,99,1,Cool Temperate Moist Forest on Hills,#026301,0.4832
3138,Vespa velutina,BE,NA,gbif,4.45,51.12,11.419230769230808,57.46153846153846,17,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.41101666666666664
3139,Vespa velutina,NA,"Pierre de Coubertin, 34080 Montpellier, France",inat,3.82,43.64,14.911538461538557,37.23076923076923,84,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.5540041666666666
3142,Vespa velutina,BE,NA,gbif,4.48,51.16,11.411538461538557,57.92307692307692,16,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5616708333333333
3143,Vespa velutina,BE,NA,gbif,3.14,51.18,11.465384615384664,72,15,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6588458333333334
3149,Vespa velutina,BE,NA,gbif,3.79,51.01,11.411538461538557,57.46153846153846,11,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5830666666666666
3161,Vespa velutina,NA,"08870 Sitges, Barcelona, Spain",inat,1.8,41.25,16.119230769230796,55.92307692307692,65,172,Warm Temperate,Moist,Settlement,Mountains,Warm Temperate Moist,105,89,18,Warm Temperate Moist Settlement on Mountains,#695912,0.4708041666666667
3166,Vespa velutina,NL,NA,gbif,5.5,51.4,NA,NA,24,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.7094958333333333
3171,Vespa velutina,BE,NA,gbif,3.25,51.32,11.58846153846156,73.3076923076923,2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.724575
3172,Vespa velutina,NA,"4560 Luzim, Portugal",inat,-8.24,41.16,14.526923076923085,141.07692307692307,333,173,Warm Temperate,Moist,Cropland,Mountains,Warm Temperate Moist,100,150,37,Warm Temperate Moist Cropland on Mountains,#649625,0.33015
3173,Vespa velutina,NA,"60400 Noyon, France",inat,2.99,49.58,12.07307692307694,54.92307692307692,55,108,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,67,109,14,Cool Temperate Moist Settlement on Hills,#436D0E,0.6563833333333333
3180,Vespa velutina,BE,NA,gbif,4.28,50.9,11.180769230769217,59.61538461538461,59,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.5226666666666666
3186,Vespa velutina,NA,"Paris, Île-de-France, FR",inat,2.34,48.83,12.373076923076953,52.30769230769231,59,169,Warm Temperate,Moist,Settlement,Hills,Warm Temperate Moist,136,158,52,Warm Temperate Moist Settlement on Hills,#889E34,0.6712125
3192,Vespa velutina,BE,NA,gbif,5.38,51.24,11.349999999999966,52.23076923076923,42,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.49141250000000003
3194,Vespa velutina,BE,NA,gbif,4.26,50.86,11.234615384615438,59.30769230769231,58,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5773416666666666
3201,Vespa velutina,NA,"91450 Étiolles, France",inat,2.48,48.64,12.426923076923174,56.07692307692308,76,166,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,45,158,6,Warm Temperate Moist Forest on Plains,#2D9E06,0.6672333333333333
3205,Vespa velutina,NA,"Boinvilliers, France",inat,1.66,48.92,11.811538461538476,51.15384615384615,103,102,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,99,97,160,Cool Temperate Moist Cropland on Tablelands,#6361A0,0.2732041666666667
3206,Vespa velutina,NA,"Rue des Pommiers, Luxembourg, District Luxembourg, LU",inat,6.16,49.61,NA,NA,298,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.5230416666666666
3207,Vespa velutina,ES,NA,gbif,-8.43,42.9,12.980769230769226,146.92307692307693,361,178,Warm Temperate,Moist,Cropland,Tablelands,Warm Temperate Moist,61,89,194,Warm Temperate Moist Cropland on Tablelands,#3D59C2,0.650425
3218,Vespa velutina,NA,"Oostkapelle, Steengrachtstraat, 4356 AP Oostkapelle, Nederland",inat,3.55,51.57,11.534615384615392,74.61538461538461,-2,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.4090916666666667
3227,Vespa velutina,BE,NA,gbif,4.59,51.17,11.473076923076974,56.61538461538461,9,116,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,29,153,10,Cool Temperate Moist Cropland on Plains,#1D990A,0.6602875
3229,Vespa velutina,NL,NA,gbif,5.85,51.95,NA,NA,5,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6075125
3230,Vespa velutina,BE,NA,gbif,4.48,51.13,11.442307692307736,56.92307692307692,16,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.6155416666666667
3233,Vespa velutina,BE,NA,gbif,5.23,50.16,10.642307692307782,71.76923076923077,229,110,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,33,144,30,Cool Temperate Moist Cropland on Hills,#21901E,0.6525791666666666
3235,Vespa velutina,NA,"30210 Vers-Pont-du-Gard, France",inat,4.54,43.95,15.52692307692314,40.15384615384615,61,168,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,112,198,86,Warm Temperate Moist Cropland on Hills,#70C656,0.5717208333333333
3239,Vespa velutina,NA,"35650 Le Rheu, France",inat,-1.8,48.11,12.226923076923072,66,41,160,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,105,207,54,Warm Temperate Moist Cropland on Plains,#69CF36,0.7192583333333333
3240,Vespa velutina,BE,NA,gbif,3.1,51.06,11.380769230769316,68.76923076923077,21,120,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,78,119,2,Cool Temperate Moist Settlement on Plains,#4E7702,0.5949208333333333
3245,Vespa velutina,NA,"Allée du Château Blanc, Lambersart, Hauts-de-France, FR",inat,3.04,50.65,11.465384615384664,59.46153846153846,21,161,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,163,170,28,Warm Temperate Moist Settlement on Plains,#A3AA1C,0.42735
